Reynolds,Capillary,Bingham,Weissenberg,beta,regularization,domain-size,tolerance,dt,mesh_level
0.3,0.6,0,0.4,0.5,0.001,16,0.0001,0.01,8
0.3,0.6,0,0.4,0.5,0.001,16,0.0001,0.01,9
0.3,0.6,0,0.4,0.5,0.001,16,0.0001,0.01,10
